razao,endereco,bairro,bandeira,venda,compra,modalidade,fornecedor,data,combustivel,cidade,ix_semana
POSTO ASSIS LTDA,"RODOVIA BR 262, S/N KM 26",Dom Silverio,IPIRANGA,4.699,4386,CIF,-,28/02/2020,gasolina,Belo Horizonte,1080
POSTO ARAPONGA LTDA,"AVENIDA BRASIL, 909",Santa Efigenia,IPIRANGA,4.699,4407,CIF,-,27/02/2020,gasolina,Belo Horizonte,1080
COMERCIO DE COMBUSTIVEIS ALEX LTDA,"RUA GONCALVES DIAS, 520",Funcionarios,IPIRANGA,4.7589999999999995,4367,CIF,-,27/02/2020,gasolina,Belo Horizonte,1080
POSTO VICA LTDA,"AVENIDA RAJA GABAGLIA, 5001",Santa Lucia,PETROBRAS DISTRIBUIDORA S.A.,4.787,4294,CIF,-,27/02/2020,gasolina,Belo Horizonte,1080
POSTO SANTA LUCIA LTDA,"RODOVIA BR-356, 520",Sion,PETROBRAS DISTRIBUIDORA S.A.,4.797,4293,CIF,-,27/02/2020,gasolina,Belo Horizonte,1080
MM - COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA GRAO MOGOL, 953-A",Sion,PETROBRAS DISTRIBUIDORA S.A.,4.797,4293,CIF,-,27/02/2020,gasolina,Belo Horizonte,1080
POSTO TOCANTINS LTDA,"AVENIDA DO CONTORNO, 1955",Floresta,PETROBRAS DISTRIBUIDORA S.A.,4.7989999999999995,4346,CIF,-,27/02/2020,gasolina,Belo Horizonte,1080
SAO FRANCISCO PARTICIPACOES TRANSPORTES E SERVICOS LTDA,"RUA MAJOR DELFINO DE PAULA, 2745",Sao Francisco,RAIZEN,4.7989999999999995,4449,CIF,-,28/02/2020,gasolina,Belo Horizonte,1080
POSTO PONTE NOVA LTDA,"AVENIDA NOSSA SENHORA DO CARMO, 450",Carmo,RAIZEN,4.85,4365,CIF,-,27/02/2020,gasolina,Belo Horizonte,1080
BARRABELA AUTO POSTO LTDA.,"RODOVIA BR 356, S/N KM 7,5",Olhos D'agua,RAIZEN,4.86,-,-,-,27/02/2020,gasolina,Belo Horizonte,1080
W. R. SIMONE COMERCIAL LTDA.,"AVENIDA BARÃO HOMEM DE MELO, 3000",Estoril,RAIZEN,4.879,-,-,-,27/02/2020,gasolina,Belo Horizonte,1080
POSTO CHICAGO LTDA.,"RUA DO URUGUAI, 835",Sion,ALESAT,4.897,-,-,-,27/02/2020,gasolina,Belo Horizonte,1080
POSTO HUGO WERNECK LTDA,"AVENIDA NOSSA SENHORA DO CARMO, 1925",Carmo Sion,PETROBRAS DISTRIBUIDORA S.A.,4.897,4303,CIF,-,27/02/2020,gasolina,Belo Horizonte,1080
POSTO MANGABEIRAS LTDA,"RUA AFONSO PENA, 4321",Mangabeiras,IPIRANGA,4.899,-,-,-,27/02/2020,gasolina,Belo Horizonte,1080
POSTO GRAJAU LTDA,"AVENIDA NOSSA SENHORA DO CARMO, 756",Sao Pedro,IPIRANGA,4.899,-,-,-,27/02/2020,gasolina,Belo Horizonte,1080
PETROBEL LTDA,"AVENIDA BERNARDO MONTEIRO, 1339",Funcionários,PETROBRAS DISTRIBUIDORA S.A.,4.958,4357,CIF,-,27/02/2020,gasolina,Belo Horizonte,1080
BEL POSTO LTDA,"RUA DAS PRINCESAS, 367",Jardinopolis,IPIRANGA,4.996,-,-,-,27/02/2020,gasolina,Belo Horizonte,1080
POSTO PONTEIO LTDA.,"RODOVIA BR 356, 20 KM 04",Santa Lucia,ALESAT,4.997,4417,CIF,-,27/02/2020,gasolina,Belo Horizonte,1080
POSTO RC LTDA,"AVENIDA SANTA TEREZINHA, 620",Itatiaia,RAIZEN,4.495,4293,CIF,-,04/03/2020,gasolina,Belo Horizonte,1081
POSTO GLORIA,"RUA DEPUTADO CLAUDIO PINHEIRO DE LIMA, 957",Nossa Senhora da Gloria,BRANCA,4.497,4219,CIF,ALESAT,04/03/2020,gasolina,Belo Horizonte,1081
POSTO SAO SEBASTIAO LTDA - ME,"AVENIDA SILVIANO BRANDAO, 662",Floresta,BRANCA,4.498,-,-,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO ITATIAIA LTDA,"AVENIDA PROFESSOR CLOVIS SALGADO, 1865",Itatiaia,BRANCA,4.499,4187,CIF,ALESAT,04/03/2020,gasolina,Belo Horizonte,1081
DIALA PETROLEO LTDA,"RUA POUSO ALEGRE, 1075",Floresta,BRANCA,4.499,4327,CIF,RAIZEN,05/03/2020,gasolina,Belo Horizonte,1081
CCC GAS VEICULAR LTDA,"AVENIDA SEBASTIAO DE BRITO, 1037",Dona Clara,BRANCA,4.499,4248,CIF,TDC DISTRIBUIDORA,05/03/2020,gasolina,Belo Horizonte,1081
POSTO BARRO PRETO LTDA,"RUA GOITACASES, 1376",Barro Preto,BRANCA,4.51,-,-,-,05/03/2020,gasolina,Belo Horizonte,1081
ORGANIZAÇAO PETROMAR LTDA,"RUA MATO GROSSO, 212",Barro Preto,PETROBRAS DISTRIBUIDORA S.A.,4.52,4312,CIF,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO LUPUS ISABEL BUENO LTDA.,"AVENIDA IZABEL BUENO, 139",Vila Iandaia,BRANCA,4.529,4150,CIF,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO DE COMBUSTIVEIS ZEUS LTDA,"RUA PARA DE MINAS, 320",Padre Eustaquio,BRANCA,4.535,-,-,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO DOM BOSCO LTDA,"RUA PADRE EUSTÁQUIO, 2556 0",Padre Eustáquio,RAIZEN,4.546,4306,CIF,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO CAPITAL LTDA,"AVENIDA ABILIO MACHADO, 1772",Alipio de Mello,IPIRANGA,4.546,-,-,-,04/03/2020,gasolina,Belo Horizonte,1081
POSTO VILA NOSSA SENHORA DE FATIMA LTDA,"AVENIDA NOSSA SENHORA DE FATIMA, 2.401",Carlos Prates,IPIRANGA,4.547,-,-,-,05/03/2020,gasolina,Belo Horizonte,1081
COMERCIAL RACOL LTDA,"AVENIDA BRIGADEIRO EDUARDO GOMES, 1980",Gloria,BRANCA,4.5569999999999995,4190,CIF,ALESAT,04/03/2020,gasolina,Belo Horizonte,1081
POSTO DAMASCO LTDA - ME,"AVENIDA PEDRO II, 1125",Carlos Prates,BRANCA,4.5569999999999995,-,-,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO ASTRAL LTDA,"AVENIDA BRIG EDUARDO GOMES, 1025",Gloria,PETROBRAS DISTRIBUIDORA S.A.,4.5569999999999995,4262,CIF,-,04/03/2020,gasolina,Belo Horizonte,1081
POSTO DO PAPAI LTDA,"RUA FLAVIO DOS SANTOS, 459",Floresta,IPIRANGA,4.559,4322,CIF,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO DO PAPAI LTDA,"RUA POUSO ALEGRE, 1500",Floresta,IPIRANGA,4.559,4322,CIF,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO MANACAS LTDA,"AVENIDA PRES TANCREDO NEVES, 1095 LOTE 73 74 Q.62",Castelo,IPIRANGA,4.559,-,-,-,04/03/2020,gasolina,Belo Horizonte,1081
POSTO WAP LTDA,"AVENIDA PEDRO II, 4091",Vila Futuro,RAIZEN,4.577,4335,CIF,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO DE COMBUSTIVEL LUBRIMIL LTDA,"AVENIDA ABILIO MACHADO, 845",Dom Bosco,IPIRANGA,4.587,4372,CIF,-,04/03/2020,gasolina,Belo Horizonte,1081
VIF COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA SARAMENHA, 1660",Guarani,RAIZEN,4.5889999999999995,4320,CIF,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO PROGRESSO LTDA,"RUA PARA DE MINAS, 1080 0",Padre Eustáquio,PETROBRAS DISTRIBUIDORA S.A.,4.59,4286,CIF,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO ABASTECA AQUI ANEL LTDA - EPP,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 15600",Caicaras,RAIZEN,4.595,-,-,-,04/03/2020,gasolina,Belo Horizonte,1081
POSTO BRUNA LTDA.,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 11333",Dom Bosco,IPIRANGA,4.599,-,-,-,04/03/2020,gasolina,Belo Horizonte,1081
POSTO BAHAMA'S LTDA,"AVENIDA SILVIANO BRANDAO, 796",Floresta,IPIRANGA,4.599,4319,CIF,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO CARIJO LTDA,"RODOVIA BR 262, S/N KM 04",Engenho Nogueira,RAIZEN,4.599,-,-,-,04/03/2020,gasolina,Belo Horizonte,1081
AUTO POSTO INHUMAS LTDA,"RUA DAS CLARINETAS, 23",Conjunto California,PETROBRAS DISTRIBUIDORA S.A.,4.599,4307,CIF,-,04/03/2020,gasolina,Belo Horizonte,1081
POSTO MIRAGEM LTDA,"AVENIDA AMINTAS JACQUES MORAIS, 2065",Patrocinio,PETROBRAS DISTRIBUIDORA S.A.,4.599,4267,CIF,-,04/03/2020,gasolina,Belo Horizonte,1081
POSTO SARAMENHA LTDA,"AVENIDA SERRANA, 750",Serrano,IPIRANGA,4.599,-,-,-,05/03/2020,gasolina,Belo Horizonte,1081
POSTO ALLGAS LTDA,"AVENIDA SARAMENHA, 1500",Tupi,RAIZEN,4.599,4290,CIF,-,05/03/2020,gasolina,Belo Horizonte,1081
CENCOSUD BRASIL COMERCIAL LTDA,"RUA PARA DE MINAS, 788 ANEXO: 01;",Padre Eustaquio,BRANCA,4.599,4211,CIF,ROYAL FIC,05/03/2020,gasolina,Belo Horizonte,1081
PANORAMA COMERCIO DE COMBUSTIVEIS LTDA - ME,"RODOVIA BR 040, 1000 KM 1",Califórnia,IPIRANGA,4.659,-,-,-,04/03/2020,gasolina,Belo Horizonte,1081
POSTO SERRANO LTDA,"AVENIDA ABILIO MACHADO, 3123",Serrano,PETROBRAS DISTRIBUIDORA S.A.,4.695,4310,CIF,-,04/03/2020,gasolina,Belo Horizonte,1081
AUTO POSTO VEM K LTDA,"AVENIDA PRESIDENTE TANCREDO NEVES, 3574",Paqueta,PETROBRAS DISTRIBUIDORA S.A.,4.699,-,-,-,04/03/2020,gasolina,Belo Horizonte,1081
COMERCIAL DIAS VIEIRA LTDA,"RODOVIA CAMILO TEIXEIRA DA COSTA, 555",Tupi B,IPIRANGA,4.699,-,-,-,05/03/2020,gasolina,Belo Horizonte,1081
JR COMERCIO E PRESTACAO DE SERVICOS LTDA,"RUA IZABEL BUENO, 20",Universitario,IPIRANGA,4.897,4454,CIF,-,05/03/2020,gasolina,Belo Horizonte,1081
DUTRA E SILVA LTDA,"AVENIDA DOS ENGENHEIROS, 465",Alipio de Melo,IPIRANGA,4.897,-,-,-,04/03/2020,gasolina,Belo Horizonte,1081
POSTO SAO PAULO ATLANTIDA LTDA,"AVENIDA HERACLITO MOURAO DE MIRANDA, 1851 0",Serrano,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,04/03/2020,gasolina,Belo Horizonte,1081
POSTO R.E.M. LTDA,"AVENIDA DO CONTORNO, 10040",Barro Preto,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,05/03/2020,gasolina,Belo Horizonte,1081
EVE EMPREENDIMENTOS LTDA,"RUA SENA MADUREIRA, 390",Ouro Preto,PETROBRAS DISTRIBUIDORA S.A.,4.985,-,-,-,04/03/2020,gasolina,Belo Horizonte,1081
AUTO POSTO VERONA EIRELI,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 23759",Dom Silverio,IPIRANGA,3.7880000000000003,-,-,-,02/01/2020,diesel,Belo Horizonte,1072
AUTO POSTO INHUMAS LTDA,"RUA DAS CLARINETAS, 23",Conjunto California,PETROBRAS DISTRIBUIDORA S.A.,3.799,3577,CIF,-,02/01/2020,diesel,Belo Horizonte,1072
POSTO ASSIS LTDA,"RODOVIA BR 262, S/N KM 26",Dom Silverio,IPIRANGA,3.799,-,-,-,02/01/2020,diesel,Belo Horizonte,1072
POSTO CURIANGO LTDA.,"RODOVIA BR 262, S/N KM 07",Gorduras,BRANCA,3.799,-,-,-,02/01/2020,diesel,Belo Horizonte,1072
POSTO BRUNA LTDA.,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 11333",Dom Bosco,IPIRANGA,3.895,-,-,-,02/01/2020,diesel,Belo Horizonte,1072
AUTO POSTO MAQUINE LTDA,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 3605",Vila Bernadeti (barreiro),PETROBRAS DISTRIBUIDORA S.A.,3.897,3510,CIF,-,30/12/2019,diesel,Belo Horizonte,1072
POSTO BATISTAO LIMITADA,"RUA DESEMBARGADOR REIS ALVES, 880",B. das Industrias,RAIZEN,3.8989999999999996,3683,CIF,-,30/12/2019,diesel,Belo Horizonte,1072
POSTO CARIJO LTDA,"RODOVIA BR 262, S/N KM 04",Engenho Nogueira,RAIZEN,3.8989999999999996,-,-,-,02/01/2020,diesel,Belo Horizonte,1072
PANORAMA COMERCIO DE COMBUSTIVEIS LTDA - ME,"RODOVIA BR 040, 1000 KM 1",Califórnia,IPIRANGA,3.949,-,-,-,02/01/2020,diesel,Belo Horizonte,1072
SAO FRANCISCO PARTICIPACOES TRANSPORTES E SERVICOS LTDA,"RUA MAJOR DELFINO DE PAULA, 2745",Sao Francisco,RAIZEN,4.0489999999999995,-,-,-,02/01/2020,diesel,Belo Horizonte,1072
BEL POSTO LTDA,"RUA DAS PRINCESAS, 367",Jardinopolis,IPIRANGA,4.107,-,-,-,30/12/2019,diesel,Belo Horizonte,1072
POSTO GLORIA,"RUA DEPUTADO CLAUDIO PINHEIRO DE LIMA, 957",Nossa Senhora da Gloria,BRANCA,3.7439999999999998,-,-,-,06/01/2020,diesel,Belo Horizonte,1073
POSTO ITATIAIA LTDA,"AVENIDA PROFESSOR CLOVIS SALGADO, 1865",Itatiaia,BRANCA,3.779,3437,CIF,REJAILE,06/01/2020,diesel,Belo Horizonte,1073
POSTO SERRANO LTDA,"AVENIDA ABILIO MACHADO, 3123",Serrano,PETROBRAS DISTRIBUIDORA S.A.,3.799,3520,CIF,-,06/01/2020,diesel,Belo Horizonte,1073
ALABASTRO POSTOS E SERVIÇOS LTDA.,"AVENIDA SILVIANO BRANDÃO, 1785",Floresta,RAIZEN,3.799,-,-,-,07/01/2020,diesel,Belo Horizonte,1073
POSTO AGUIA COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA SARAMENHA, 1062",Tupi,RAIZEN,3.819,-,-,-,07/01/2020,diesel,Belo Horizonte,1073
POSTO RC LTDA,"AVENIDA SANTA TEREZINHA, 620",Itatiaia,RAIZEN,3.8489999999999998,3534,CIF,-,06/01/2020,diesel,Belo Horizonte,1073
POSTO CAPITAL LTDA,"AVENIDA ABILIO MACHADO, 1772",Alipio de Mello,IPIRANGA,3.8560000000000003,3589,CIF,-,06/01/2020,diesel,Belo Horizonte,1073
COMERCIAL DIAS VIEIRA LTDA,"RODOVIA CAMILO TEIXEIRA DA COSTA, 555",Tupi B,IPIRANGA,3.8989999999999996,3593,CIF,-,07/01/2020,diesel,Belo Horizonte,1073
JR COMERCIO E PRESTACAO DE SERVICOS LTDA,"RUA IZABEL BUENO, 20",Universitario,IPIRANGA,3.997,-,-,-,07/01/2020,diesel,Belo Horizonte,1073
POSTO SAO PAULO ATLANTIDA LTDA,"AVENIDA HERACLITO MOURAO DE MIRANDA, 1851 0",Serrano,PETROBRAS DISTRIBUIDORA S.A.,4.099,3663,CIF,-,06/01/2020,diesel,Belo Horizonte,1073
AUTO POSTO MACPETRO LTDA,"RUA DOUTOR ALVARO CAMARGOS, 2216",Santa Monica,BRANCA,3.755,3422,CIF,RIO BRANCO,15/01/2020,diesel,Belo Horizonte,1074
POSTO GUARAPARI LTDA,"AVENIDA GUARAPARI, 1201 LOTE 15 E 16",Santa Amelia,PETROBRAS DISTRIBUIDORA S.A.,3.759,3593,CIF,-,15/01/2020,diesel,Belo Horizonte,1074
ALMADA & CIA LIMITADA,"RUA JACUI, 4040",Ipiranga,BRANCA,3.7969999999999997,-,-,-,14/01/2020,diesel,Belo Horizonte,1074
AUTO POSTO RIO BRANCO LTDA,"AVENIDA BERNARDA SILVESTRE, 115",Rio Brancoi,RAIZEN,3.799,3519,CIF,-,15/01/2020,diesel,Belo Horizonte,1074
POSTO CRISTIANO MACHADO LTDA,"AVENIDA CRISTIANO MACHADO, 8665",Dona Clara,RAIZEN,3.8489999999999998,-,-,-,14/01/2020,diesel,Belo Horizonte,1074
POSTO CHAVES LTDA - ME,"AVENIDA PORTUGAL, 2061",Santa Amelia,PETROBRAS DISTRIBUIDORA S.A.,3.863,-,-,-,15/01/2020,diesel,Belo Horizonte,1074
POSTO MARIO WERNECK LIMITADA,"AVENIDA CRISTIANO MACHADO, 9292",Dona Clara,IPIRANGA,3.8960000000000004,-,-,-,14/01/2020,diesel,Belo Horizonte,1074
POSTO CENTER NORTE LTDA,"AVENIDA VILARINHO, 5360",Venda Nova,PETROBRAS DISTRIBUIDORA S.A.,3.897,3491,CIF,-,15/01/2020,diesel,Belo Horizonte,1074
DELMA - COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA VILARINHO, 3353",Leticia Distrito de Venda Nova,PETROBRAS DISTRIBUIDORA S.A.,3.8989999999999996,-,-,-,15/01/2020,diesel,Belo Horizonte,1074
PLANALTO POSTO DE SERVIÇO LTDA,"AVENIDA DOUTOR CRISTIANO GUIMARÃES, 2329",Planalto,IPIRANGA,3.8989999999999996,3583,CIF,-,15/01/2020,diesel,Belo Horizonte,1074
ABRAS COMERCIO DE COMBUSTIVEL E VEICULOS LTDA,"AVENIDA PEDRO II, 930",Bonfim,RAIZEN,3.8489999999999998,3519,CIF,-,22/01/2020,diesel,Belo Horizonte,1075
ROL COMERCIO DE DERIVADOS DE PETROLEO LTDA,"AVENIDA ANDRADAS, 3520",Pompeia,PETROBRAS DISTRIBUIDORA S.A.,3.897,3525,CIF,-,20/01/2020,diesel,Belo Horizonte,1075
KING EMPREENDIMENTOS COMERCIAIS LTDA,"AVENIDA VEREADOR CÍCERO ILDEFONSO, 1065",Coração Eucarístico,BRANCA,3.949,3393,CIF,ALESAT,20/01/2020,diesel,Belo Horizonte,1075
PANORAMA COMERCIO DE COMBUSTIVEIS LTDA - ME,"RODOVIA BR 040, 1000 KM 1",Califórnia,IPIRANGA,3.949,-,-,-,20/01/2020,diesel,Belo Horizonte,1075
POSTO ZEPPE MIRAGEM LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 638",Caicara,PETROBRAS DISTRIBUIDORA S.A.,3.997,3602,CIF,-,22/01/2020,diesel,Belo Horizonte,1075
L. C. EMPREENDIMENTOS LTDA,"AVENIDA DIS ENGENHEIROS, 1620",Castelo,PETROBRAS DISTRIBUIDORA S.A.,3.9989999999999997,3580,CIF,-,20/01/2020,diesel,Belo Horizonte,1075
POSTO ITATIAIA LTDA,"AVENIDA PROFESSOR CLOVIS SALGADO, 1865",Itatiaia,BRANCA,3.699,3322,CIF,ALESAT,30/01/2020,diesel,Belo Horizonte,1076
POSTO GLORIA,"RUA DEPUTADO CLAUDIO PINHEIRO DE LIMA, 957",Nossa Senhora da Gloria,BRANCA,3.7489999999999997,-,-,-,30/01/2020,diesel,Belo Horizonte,1076
POSTO RC LTDA,"AVENIDA SANTA TEREZINHA, 620",Itatiaia,RAIZEN,3.755,-,-,-,30/01/2020,diesel,Belo Horizonte,1076
POSTO SERRANO LTDA,"AVENIDA ABILIO MACHADO, 3123",Serrano,PETROBRAS DISTRIBUIDORA S.A.,3.799,3600,CIF,-,30/01/2020,diesel,Belo Horizonte,1076
POSTO CAPITAL LTDA,"AVENIDA ABILIO MACHADO, 1772",Alipio de Mello,IPIRANGA,3.8560000000000003,3520,CIF,-,30/01/2020,diesel,Belo Horizonte,1076
POSTO SAO PAULO ATLANTIDA LTDA,"AVENIDA HERACLITO MOURAO DE MIRANDA, 1851 0",Serrano,PETROBRAS DISTRIBUIDORA S.A.,3.9989999999999997,-,-,-,30/01/2020,diesel,Belo Horizonte,1076
AUTO POSTO VERONA EIRELI,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 23759",Dom Silverio,IPIRANGA,3.699,3443,CIF,-,05/02/2020,diesel,Belo Horizonte,1077
POSTO CURIANGO LTDA.,"RODOVIA BR 262, S/N KM 07",Gorduras,BRANCA,3.699,-,-,-,05/02/2020,diesel,Belo Horizonte,1077
CENCOSUD BRASIL COMERCIAL LTDA,"RUA PARA DE MINAS, 788 ANEXO: 01;",Padre Eustaquio,BRANCA,3.759,-,-,-,05/02/2020,diesel,Belo Horizonte,1077
AUTO POSTO INHUMAS LTDA,"RUA DAS CLARINETAS, 23",Conjunto California,PETROBRAS DISTRIBUIDORA S.A.,3.759,3473,CIF,-,05/02/2020,diesel,Belo Horizonte,1077
POSTO BRUNA LTDA.,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 11333",Dom Bosco,IPIRANGA,3.795,-,-,-,05/02/2020,diesel,Belo Horizonte,1077
POSTO CAPITAL LTDA,"AVENIDA ABILIO MACHADO, 1772",Alipio de Mello,IPIRANGA,3.7960000000000003,-,-,-,05/02/2020,diesel,Belo Horizonte,1077
POSTO ASSIS LTDA,"RODOVIA BR 262, S/N KM 26",Dom Silverio,IPIRANGA,3.799,-,-,-,05/02/2020,diesel,Belo Horizonte,1077
POSTO SERRANO LTDA,"AVENIDA ABILIO MACHADO, 3123",Serrano,PETROBRAS DISTRIBUIDORA S.A.,3.799,-,-,-,05/02/2020,diesel,Belo Horizonte,1077
AUTO POSTO MAQUINE LTDA,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 3605",Vila Bernadeti (barreiro),PETROBRAS DISTRIBUIDORA S.A.,3.897,3388,CIF,-,03/02/2020,diesel,Belo Horizonte,1077
POSTO CARIJO LTDA,"RODOVIA BR 262, S/N KM 04",Engenho Nogueira,RAIZEN,3.8989999999999996,3560,CIF,-,05/02/2020,diesel,Belo Horizonte,1077
POSTO BATISTAO LIMITADA,"RUA DESEMBARGADOR REIS ALVES, 880",B. das Industrias,RAIZEN,3.8989999999999996,-,-,-,03/02/2020,diesel,Belo Horizonte,1077
SAO FRANCISCO PARTICIPACOES TRANSPORTES E SERVICOS LTDA,"RUA MAJOR DELFINO DE PAULA, 2745",Sao Francisco,RAIZEN,3.9189999999999996,-,-,-,05/02/2020,diesel,Belo Horizonte,1077
BEL POSTO LTDA,"RUA DAS PRINCESAS, 367",Jardinopolis,IPIRANGA,4.107,3409,CIF,-,03/02/2020,diesel,Belo Horizonte,1077
ALMADA & CIA LIMITADA,"RUA JACUI, 4040",Ipiranga,BRANCA,3.4989999999999997,-,-,-,11/02/2020,diesel,Belo Horizonte,1078
AUTO POSTO MACPETRO LTDA,"RUA DOUTOR ALVARO CAMARGOS, 2216",Santa Monica,BRANCA,3.5989999999999998,3175,CIF,RIO BRANCO,11/02/2020,diesel,Belo Horizonte,1078
PLANALTO POSTO DE SERVIÇO LTDA,"AVENIDA DOUTOR CRISTIANO GUIMARÃES, 2329",Planalto,IPIRANGA,3.7769999999999997,3519,CIF,-,11/02/2020,diesel,Belo Horizonte,1078
POSTO VANORTE LTDA,"RUA DOUTOR ALVARO CAMARGOS, 1795",Santa Branca,BRANCA,3.7880000000000003,3217,CIF,ALESAT,11/02/2020,diesel,Belo Horizonte,1078
POSTO CRISTIANO MACHADO LTDA,"AVENIDA CRISTIANO MACHADO, 8665",Dona Clara,RAIZEN,3.799,-,-,-,11/02/2020,diesel,Belo Horizonte,1078
POSTO MARIO WERNECK LIMITADA,"AVENIDA CRISTIANO MACHADO, 9292",Dona Clara,IPIRANGA,3.799,-,-,-,11/02/2020,diesel,Belo Horizonte,1078
DELMA - COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA VILARINHO, 3353",Leticia Distrito de Venda Nova,PETROBRAS DISTRIBUIDORA S.A.,3.8960000000000004,-,-,-,11/02/2020,diesel,Belo Horizonte,1078
POSTO ZEPPE MIRAGEM LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 638",Caicara,PETROBRAS DISTRIBUIDORA S.A.,3.7489999999999997,-,-,-,20/02/2020,diesel,Belo Horizonte,1079
ROL COMERCIO DE DERIVADOS DE PETROLEO LTDA,"AVENIDA ANDRADAS, 3520",Pompeia,PETROBRAS DISTRIBUIDORA S.A.,3.7969999999999997,3260,CIF,-,19/02/2020,diesel,Belo Horizonte,1079
KING EMPREENDIMENTOS COMERCIAIS LTDA,"AVENIDA VEREADOR CÍCERO ILDEFONSO, 1065",Coração Eucarístico,BRANCA,3.799,3156,CIF,POTENCIAL,19/02/2020,diesel,Belo Horizonte,1079
L. C. EMPREENDIMENTOS LTDA,"AVENIDA DIS ENGENHEIROS, 1620",Castelo,PETROBRAS DISTRIBUIDORA S.A.,3.8989999999999996,-,-,-,19/02/2020,diesel,Belo Horizonte,1079
POSTO CURIANGO LTDA.,"RODOVIA BR 262, S/N KM 07",Gorduras,BRANCA,3.5989999999999998,-,-,-,28/02/2020,diesel,Belo Horizonte,1080
AUTO POSTO VERONA EIRELI,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 23759",Dom Silverio,IPIRANGA,3.628,-,-,-,28/02/2020,diesel,Belo Horizonte,1080
POSTO ASSIS LTDA,"RODOVIA BR 262, S/N KM 26",Dom Silverio,IPIRANGA,3.659,3335,CIF,-,28/02/2020,diesel,Belo Horizonte,1080
AUTO POSTO MAQUINE LTDA,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 3605",Vila Bernadeti (barreiro),PETROBRAS DISTRIBUIDORA S.A.,3.7969999999999997,-,-,-,27/02/2020,diesel,Belo Horizonte,1080
POSTO BATISTAO LIMITADA,"RUA DESEMBARGADOR REIS ALVES, 880",B. das Industrias,RAIZEN,3.799,3505,CIF,-,27/02/2020,diesel,Belo Horizonte,1080
SAO FRANCISCO PARTICIPACOES TRANSPORTES E SERVICOS LTDA,"RUA MAJOR DELFINO DE PAULA, 2745",Sao Francisco,RAIZEN,3.8689999999999998,3585,CIF,-,28/02/2020,diesel,Belo Horizonte,1080
BEL POSTO LTDA,"RUA DAS PRINCESAS, 367",Jardinopolis,IPIRANGA,3.947,-,-,-,27/02/2020,diesel,Belo Horizonte,1080
POSTO GLORIA,"RUA DEPUTADO CLAUDIO PINHEIRO DE LIMA, 957",Nossa Senhora da Gloria,BRANCA,3.4989999999999997,3173,CIF,PETRONAC,04/03/2020,diesel,Belo Horizonte,1081
POSTO ITATIAIA LTDA,"AVENIDA PROFESSOR CLOVIS SALGADO, 1865",Itatiaia,BRANCA,3.5589999999999997,3117,CIF,REJAILE,04/03/2020,diesel,Belo Horizonte,1081
POSTO SARAMENHA LTDA,"AVENIDA SERRANA, 750",Serrano,IPIRANGA,3.588,-,-,-,05/03/2020,diesel,Belo Horizonte,1081
POSTO RC LTDA,"AVENIDA SANTA TEREZINHA, 620",Itatiaia,RAIZEN,3.5989999999999998,3173,CIF,-,04/03/2020,diesel,Belo Horizonte,1081
AUTO POSTO INHUMAS LTDA,"RUA DAS CLARINETAS, 23",Conjunto California,PETROBRAS DISTRIBUIDORA S.A.,3.5989999999999998,3281,CIF,-,04/03/2020,diesel,Belo Horizonte,1081
PANORAMA COMERCIO DE COMBUSTIVEIS LTDA - ME,"RODOVIA BR 040, 1000 KM 1",Califórnia,IPIRANGA,3.659,-,-,-,04/03/2020,diesel,Belo Horizonte,1081
