data_inicial,data_final,preco_medio_revenda,desvio_padrao_revenda,preco_minimo_revenda,preco_maximo_revenda,regiao,estado,abrangencia
2017-05-21,2017-05-27,3.529,0.115,3.349,3.799,CENTRO OESTE,DISTRITO FEDERAL,estadual
2017-05-21,2017-05-27,3.679,0.119,3.49,3.99,SUDESTE,ESPIRITO SANTO,estadual
2017-05-21,2017-05-27,3.768,0.16,3.39,3.999,CENTRO OESTE,GOIAS,estadual
2017-05-21,2017-05-27,3.507,0.18,3.195,3.99,NORDESTE,MARANHAO,estadual
2017-05-21,2017-05-27,3.616,0.188,3.33,4.1,CENTRO OESTE,MATO GROSSO,estadual
2017-05-21,2017-05-27,3.557,0.165,3.39,3.899,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2017-05-21,2017-05-27,3.683,0.165,3.289,4.199,SUDESTE,MINAS GERAIS,estadual
2017-05-21,2017-05-27,3.909,0.287,3.47,4.67,NORTE,PARA,estadual
2017-05-21,2017-05-27,3.555,0.094,3.439,3.898,NORDESTE,PARAIBA,estadual
2017-05-21,2017-05-27,3.47,0.193,3.14,3.89,SUL,PARANA,estadual
2017-05-21,2017-05-27,3.583,0.176,2.999,4.067,NORDESTE,PERNAMBUCO,estadual
2017-05-21,2017-05-27,3.504,0.142,3.34,3.8,NORDESTE,PIAUI,estadual
2017-05-21,2017-05-27,3.957,0.165,3.599,4.799,SUDESTE,RIO DE JANEIRO,estadual
2017-05-21,2017-05-27,3.797,0.079,3.569,3.899,NORDESTE,RIO GRANDE DO NORTE,estadual
2017-05-21,2017-05-27,3.745,0.248,3.179,4.38,SUL,RIO GRANDE DO SUL,estadual
2017-05-21,2017-05-27,3.824,0.192,3.33,4.41,NORTE,RONDONIA,estadual
2017-05-21,2017-05-27,3.686,0.014,3.67,3.7,NORTE,RORAIMA,estadual
2017-05-21,2017-05-27,3.482,0.171,3.159,4.05,SUL,SANTA CATARINA,estadual
2017-05-21,2017-05-27,3.406,0.162,3.059,3.999,SUDESTE,SAO PAULO,estadual
2017-05-21,2017-05-27,3.514,0.094,3.39,3.878,NORDESTE,SERGIPE,estadual
2017-05-21,2017-05-27,3.708,0.125,3.499,4.15,NORTE,TOCANTINS,estadual
2017-05-28,2017-06-03,4.23,0.242,4.08,4.7,NORTE,ACRE,estadual
2017-05-28,2017-06-03,3.81,0.123,3.45,4.09,NORDESTE,ALAGOAS,estadual
2017-05-28,2017-06-03,3.599,0.162,3.45,3.99,NORTE,AMAPA,estadual
2017-05-28,2017-06-03,3.33,0.449,3.15,4.55,NORTE,AMAZONAS,estadual
2017-05-28,2017-06-03,3.64,0.19,3.29,4.279,NORDESTE,BAHIA,estadual
2017-05-28,2017-06-03,3.88,0.048,3.69,4.0,NORDESTE,CEARA,estadual
2017-05-28,2017-06-03,3.52,0.111,3.29,3.799,CENTRO OESTE,DISTRITO FEDERAL,estadual
2017-05-28,2017-06-03,3.663,0.135,3.39,3.99,SUDESTE,ESPIRITO SANTO,estadual
2017-05-28,2017-06-03,3.754,0.152,3.39,3.99,CENTRO OESTE,GOIAS,estadual
2017-05-28,2017-06-03,3.498,0.189,3.195,3.99,NORDESTE,MARANHAO,estadual
2017-05-28,2017-06-03,3.596,0.207,3.229,4.1,CENTRO OESTE,MATO GROSSO,estadual
2017-05-28,2017-06-03,3.555,0.169,3.396,3.899,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2017-05-28,2017-06-03,3.669,0.17,3.249,4.199,SUDESTE,MINAS GERAIS,estadual
2017-05-28,2017-06-03,3.894,0.292,3.47,4.67,NORTE,PARA,estadual
2017-05-28,2017-06-03,3.551,0.106,3.359,3.898,NORDESTE,PARAIBA,estadual
2017-05-28,2017-06-03,3.451,0.204,2.99,3.89,SUL,PARANA,estadual
2017-05-28,2017-06-03,3.591,0.178,2.999,4.067,NORDESTE,PERNAMBUCO,estadual
2017-05-28,2017-06-03,3.468,0.158,3.299,3.8,NORDESTE,PIAUI,estadual
2017-05-28,2017-06-03,3.934,0.175,3.559,4.799,SUDESTE,RIO DE JANEIRO,estadual
2017-05-28,2017-06-03,3.749,0.106,3.499,3.99,NORDESTE,RIO GRANDE DO NORTE,estadual
2017-05-28,2017-06-03,3.75,0.247,3.179,4.38,SUL,RIO GRANDE DO SUL,estadual
2017-05-28,2017-06-03,3.874,0.153,3.49,4.41,NORTE,RONDONIA,estadual
2017-05-28,2017-06-03,3.649,0.008,3.64,3.66,NORTE,RORAIMA,estadual
2017-05-28,2017-06-03,3.49,0.166,3.12,3.97,SUL,SANTA CATARINA,estadual
2017-05-28,2017-06-03,3.374,0.18,2.999,4.399,SUDESTE,SAO PAULO,estadual
2017-05-28,2017-06-03,3.515,0.095,3.39,3.878,NORDESTE,SERGIPE,estadual
2017-05-28,2017-06-03,3.696,0.138,3.4,4.15,NORTE,TOCANTINS,estadual
2017-06-04,2017-06-10,4.184,0.279,3.9,4.7,NORTE,ACRE,estadual
2017-06-04,2017-06-10,3.801,0.127,3.46,4.09,NORDESTE,ALAGOAS,estadual
2017-06-04,2017-06-10,3.595,0.165,3.409,3.99,NORTE,AMAPA,estadual
2017-06-04,2017-06-10,3.292,0.477,3.049,4.55,NORTE,AMAZONAS,estadual
2017-06-04,2017-06-10,3.595,0.219,3.19,4.279,NORDESTE,BAHIA,estadual
2017-06-04,2017-06-10,3.877,0.065,3.589,3.999,NORDESTE,CEARA,estadual
2017-06-04,2017-06-10,3.525,0.103,3.349,3.799,CENTRO OESTE,DISTRITO FEDERAL,estadual
2017-06-04,2017-06-10,3.65,0.146,3.29,3.99,SUDESTE,ESPIRITO SANTO,estadual
2017-06-04,2017-06-10,3.739,0.143,3.35,3.99,CENTRO OESTE,GOIAS,estadual
2017-06-04,2017-06-10,3.495,0.19,3.209,3.99,NORDESTE,MARANHAO,estadual
2017-06-04,2017-06-10,3.59,0.19,3.25,4.1,CENTRO OESTE,MATO GROSSO,estadual
2017-06-04,2017-06-10,3.538,0.182,3.339,3.99,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2017-06-04,2017-06-10,3.633,0.171,3.24,4.149,SUDESTE,MINAS GERAIS,estadual
2017-06-04,2017-06-10,3.877,0.294,3.47,4.67,NORTE,PARA,estadual
2017-06-04,2017-06-10,3.52,0.111,3.289,3.74,NORDESTE,PARAIBA,estadual
2017-06-04,2017-06-10,3.416,0.202,2.99,3.899,SUL,PARANA,estadual
2017-06-04,2017-06-10,3.547,0.193,3.05,3.999,NORDESTE,PERNAMBUCO,estadual
2017-06-04,2017-06-10,3.473,0.158,3.28,3.79,NORDESTE,PIAUI,estadual
2017-06-04,2017-06-10,3.955,0.175,3.389,4.799,SUDESTE,RIO DE JANEIRO,estadual
2017-06-04,2017-06-10,3.794,0.08,3.499,3.89,NORDESTE,RIO GRANDE DO NORTE,estadual
2017-06-04,2017-06-10,3.728,0.24,3.16,4.37,SUL,RIO GRANDE DO SUL,estadual
2017-06-04,2017-06-10,3.809,0.195,3.33,4.41,NORTE,RONDONIA,estadual
2017-06-04,2017-06-10,3.656,0.013,3.65,3.69,NORTE,RORAIMA,estadual
2017-06-04,2017-06-10,3.491,0.17,3.12,3.97,SUL,SANTA CATARINA,estadual
2017-06-04,2017-06-10,3.356,0.181,2.88,4.199,SUDESTE,SAO PAULO,estadual
2017-06-04,2017-06-10,3.499,0.095,3.39,3.878,NORDESTE,SERGIPE,estadual
2017-06-04,2017-06-10,3.654,0.146,3.499,4.15,NORTE,TOCANTINS,estadual
2017-06-11,2017-06-17,4.149,0.296,3.9,4.7,NORTE,ACRE,estadual
2017-06-11,2017-06-17,3.788,0.121,3.259,3.949,NORDESTE,ALAGOAS,estadual
2017-06-11,2017-06-17,3.622,0.165,3.45,3.99,NORTE,AMAPA,estadual
2017-06-11,2017-06-17,3.515,0.422,2.99,4.55,NORTE,AMAZONAS,estadual
2017-06-11,2017-06-17,3.56,0.238,3.09,4.279,NORDESTE,BAHIA,estadual
2017-06-11,2017-06-17,3.85,0.067,3.59,3.999,NORDESTE,CEARA,estadual
2017-06-11,2017-06-17,3.47,0.149,3.189,3.799,CENTRO OESTE,DISTRITO FEDERAL,estadual
2017-06-11,2017-06-17,3.624,0.153,3.29,3.99,SUDESTE,ESPIRITO SANTO,estadual
2017-06-11,2017-06-17,3.703,0.143,3.39,3.99,CENTRO OESTE,GOIAS,estadual
2017-06-11,2017-06-17,3.495,0.189,3.209,3.99,NORDESTE,MARANHAO,estadual
2017-06-11,2017-06-17,3.558,0.206,3.229,4.03,CENTRO OESTE,MATO GROSSO,estadual
2017-06-11,2017-06-17,3.526,0.191,3.289,3.99,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2017-06-11,2017-06-17,3.631,0.179,3.24,4.149,SUDESTE,MINAS GERAIS,estadual
2017-06-11,2017-06-17,3.876,0.294,3.47,4.67,NORTE,PARA,estadual
2017-06-11,2017-06-17,3.524,0.107,3.289,3.74,NORDESTE,PARAIBA,estadual
2017-06-11,2017-06-17,3.443,0.189,2.99,3.899,SUL,PARANA,estadual
2017-06-11,2017-06-17,3.538,0.202,3.05,3.999,NORDESTE,PERNAMBUCO,estadual
2017-06-11,2017-06-17,3.475,0.154,3.29,3.79,NORDESTE,PIAUI,estadual
2017-06-11,2017-06-17,3.923,0.179,3.539,4.799,SUDESTE,RIO DE JANEIRO,estadual
2017-06-11,2017-06-17,3.734,0.102,3.49,3.9,NORDESTE,RIO GRANDE DO NORTE,estadual
2017-06-11,2017-06-17,3.714,0.24,3.16,4.34,SUL,RIO GRANDE DO SUL,estadual
2017-06-11,2017-06-17,3.787,0.205,3.33,4.41,NORTE,RONDONIA,estadual
2017-06-11,2017-06-17,3.639,0.008,3.63,3.65,NORTE,RORAIMA,estadual
2017-06-11,2017-06-17,3.463,0.179,3.049,3.97,SUL,SANTA CATARINA,estadual
2017-06-11,2017-06-17,3.339,0.179,2.88,4.199,SUDESTE,SAO PAULO,estadual
2017-06-11,2017-06-17,3.484,0.098,3.39,3.878,NORDESTE,SERGIPE,estadual
2017-06-11,2017-06-17,3.654,0.146,3.499,4.15,NORTE,TOCANTINS,estadual
2017-06-18,2017-06-24,4.135,0.311,3.89,4.7,NORTE,ACRE,estadual
2017-06-18,2017-06-24,3.758,0.166,3.25,4.09,NORDESTE,ALAGOAS,estadual
2017-06-18,2017-06-24,3.617,0.175,3.4,3.99,NORTE,AMAPA,estadual
2017-06-18,2017-06-24,3.637,0.329,3.12,4.55,NORTE,AMAZONAS,estadual
2017-06-18,2017-06-24,3.522,0.251,3.069,4.279,NORDESTE,BAHIA,estadual
2017-06-18,2017-06-24,3.821,0.076,3.59,3.999,NORDESTE,CEARA,estadual
2017-06-18,2017-06-24,3.419,0.15,3.259,3.699,CENTRO OESTE,DISTRITO FEDERAL,estadual
2017-06-18,2017-06-24,3.599,0.158,3.19,3.99,SUDESTE,ESPIRITO SANTO,estadual
2017-06-18,2017-06-24,3.703,0.141,3.35,3.99,CENTRO OESTE,GOIAS,estadual
2017-06-18,2017-06-24,3.487,0.183,3.195,3.95,NORDESTE,MARANHAO,estadual
2017-06-18,2017-06-24,3.546,0.202,3.229,3.99,CENTRO OESTE,MATO GROSSO,estadual
2017-06-18,2017-06-24,3.495,0.195,3.29,3.899,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2017-06-18,2017-06-24,3.6,0.183,3.24,4.14,SUDESTE,MINAS GERAIS,estadual
2017-06-18,2017-06-24,3.844,0.298,3.47,4.67,NORTE,PARA,estadual
2017-06-18,2017-06-24,3.511,0.123,3.199,3.74,NORDESTE,PARAIBA,estadual
2017-06-18,2017-06-24,3.421,0.2,2.99,3.999,SUL,PARANA,estadual
2017-06-18,2017-06-24,3.515,0.206,3.05,3.999,NORDESTE,PERNAMBUCO,estadual
2017-06-18,2017-06-24,3.429,0.177,3.199,3.79,NORDESTE,PIAUI,estadual
2017-06-18,2017-06-24,3.913,0.172,3.499,4.699,SUDESTE,RIO DE JANEIRO,estadual
2017-06-18,2017-06-24,3.728,0.098,3.49,3.89,NORDESTE,RIO GRANDE DO NORTE,estadual
2017-06-18,2017-06-24,3.687,0.238,3.16,4.37,SUL,RIO GRANDE DO SUL,estadual
2017-06-18,2017-06-24,3.727,0.169,3.33,4.19,NORTE,RONDONIA,estadual
2017-06-18,2017-06-24,3.618,0.025,3.57,3.65,NORTE,RORAIMA,estadual
2017-06-18,2017-06-24,3.463,0.18,3.059,3.97,SUL,SANTA CATARINA,estadual
2017-06-18,2017-06-24,3.322,0.18,2.94,4.199,SUDESTE,SAO PAULO,estadual
2017-06-18,2017-06-24,3.462,0.106,3.29,3.828,NORDESTE,SERGIPE,estadual
2017-06-18,2017-06-24,3.642,0.163,3.3,4.15,NORTE,TOCANTINS,estadual
2017-06-25,2017-07-01,4.053,0.355,3.79,4.7,NORTE,ACRE,estadual
2017-06-25,2017-07-01,3.734,0.128,3.25,3.949,NORDESTE,ALAGOAS,estadual
2017-06-25,2017-07-01,3.492,0.128,3.37,3.69,NORTE,AMAPA,estadual
2017-06-25,2017-07-01,3.366,0.417,3.099,4.55,NORTE,AMAZONAS,estadual
2017-06-25,2017-07-01,3.516,0.257,3.069,4.279,NORDESTE,BAHIA,estadual
2017-06-25,2017-07-01,3.807,0.076,3.59,3.999,NORDESTE,CEARA,estadual
2017-06-25,2017-07-01,3.436,0.136,3.189,3.699,CENTRO OESTE,DISTRITO FEDERAL,estadual
2017-06-25,2017-07-01,3.583,0.168,3.19,3.99,SUDESTE,ESPIRITO SANTO,estadual
2017-06-25,2017-07-01,3.688,0.155,3.199,3.969,CENTRO OESTE,GOIAS,estadual
2017-06-25,2017-07-01,3.451,0.209,2.999,3.95,NORDESTE,MARANHAO,estadual
2017-06-25,2017-07-01,3.566,0.189,3.239,3.99,CENTRO OESTE,MATO GROSSO,estadual
2017-06-25,2017-07-01,3.484,0.204,3.279,3.899,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2017-06-25,2017-07-01,3.599,0.187,3.24,4.14,SUDESTE,MINAS GERAIS,estadual
2017-06-25,2017-07-01,3.836,0.301,3.379,4.67,NORTE,PARA,estadual
2017-06-25,2017-07-01,3.506,0.124,3.199,3.74,NORDESTE,PARAIBA,estadual
2017-06-25,2017-07-01,3.369,0.201,2.97,3.9,SUL,PARANA,estadual
2017-06-25,2017-07-01,3.488,0.22,3.05,3.999,NORDESTE,PERNAMBUCO,estadual
2017-06-25,2017-07-01,3.425,0.176,3.199,3.79,NORDESTE,PIAUI,estadual
2017-06-25,2017-07-01,3.888,0.182,3.499,4.699,SUDESTE,RIO DE JANEIRO,estadual
2017-06-25,2017-07-01,3.683,0.12,3.469,3.839,NORDESTE,RIO GRANDE DO NORTE,estadual
2017-06-25,2017-07-01,3.655,0.235,3.149,4.37,SUL,RIO GRANDE DO SUL,estadual
2017-06-25,2017-07-01,3.716,0.184,3.09,4.19,NORTE,RONDONIA,estadual
2017-06-25,2017-07-01,3.455,0.174,3.0,3.59,NORTE,RORAIMA,estadual
2017-06-25,2017-07-01,3.364,0.193,2.899,3.97,SUL,SANTA CATARINA,estadual
2017-06-25,2017-07-01,3.289,0.179,2.929,4.199,SUDESTE,SAO PAULO,estadual
2017-06-25,2017-07-01,3.43,0.103,3.29,3.828,NORDESTE,SERGIPE,estadual
2017-06-25,2017-07-01,3.612,0.172,3.3,4.15,NORTE,TOCANTINS,estadual
2017-07-02,2017-07-08,3.989,0.381,3.79,4.7,NORTE,ACRE,estadual
2017-07-02,2017-07-08,3.768,0.079,3.489,3.889,NORDESTE,ALAGOAS,estadual
2017-07-02,2017-07-08,3.484,0.14,3.29,3.69,NORTE,AMAPA,estadual
2017-07-02,2017-07-08,3.252,0.475,3.03,4.55,NORTE,AMAZONAS,estadual
2017-07-02,2017-07-08,3.468,0.284,3.069,4.279,NORDESTE,BAHIA,estadual
2017-07-02,2017-07-08,3.787,0.069,3.59,3.97,NORDESTE,CEARA,estadual
2017-07-02,2017-07-08,3.316,0.238,3.079,3.699,CENTRO OESTE,DISTRITO FEDERAL,estadual
2017-07-02,2017-07-08,3.558,0.157,3.22,3.98,SUDESTE,ESPIRITO SANTO,estadual
2017-07-02,2017-07-08,3.608,0.155,3.299,3.96,CENTRO OESTE,GOIAS,estadual
2017-07-02,2017-07-08,3.387,0.22,3.099,3.95,NORDESTE,MARANHAO,estadual
2017-07-02,2017-07-08,3.523,0.206,3.229,3.99,CENTRO OESTE,MATO GROSSO,estadual
2017-07-02,2017-07-08,3.444,0.196,3.25,3.899,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2017-07-02,2017-07-08,3.588,0.178,3.24,4.14,SUDESTE,MINAS GERAIS,estadual
2017-07-02,2017-07-08,3.788,0.323,3.32,4.55,NORTE,PARA,estadual
2017-07-02,2017-07-08,3.457,0.175,3.15,3.85,NORDESTE,PARAIBA,estadual
2017-07-02,2017-07-08,3.384,0.19,2.97,3.89,SUL,PARANA,estadual
2017-07-02,2017-07-08,3.418,0.228,2.98,3.99,NORDESTE,PERNAMBUCO,estadual
2017-07-02,2017-07-08,3.417,0.176,3.199,3.79,NORDESTE,PIAUI,estadual
2017-07-02,2017-07-08,3.905,0.174,3.499,4.699,SUDESTE,RIO DE JANEIRO,estadual
2017-07-02,2017-07-08,3.74,0.094,3.499,3.859,NORDESTE,RIO GRANDE DO NORTE,estadual
2017-07-02,2017-07-08,3.629,0.233,3.12,4.19,SUL,RIO GRANDE DO SUL,estadual
2017-07-02,2017-07-08,3.68,0.179,3.09,4.17,NORTE,RONDONIA,estadual
2017-07-02,2017-07-08,3.512,0.098,3.4,3.759,NORTE,RORAIMA,estadual
2017-07-02,2017-07-08,3.356,0.177,2.979,3.97,SUL,SANTA CATARINA,estadual
2017-07-02,2017-07-08,3.282,0.181,2.799,3.999,SUDESTE,SAO PAULO,estadual
2017-07-02,2017-07-08,3.416,0.104,3.29,3.828,NORDESTE,SERGIPE,estadual
2017-07-02,2017-07-08,3.587,0.148,3.45,4.15,NORTE,TOCANTINS,estadual
2017-07-09,2017-07-15,3.981,0.383,3.78,4.7,NORTE,ACRE,estadual
2017-07-09,2017-07-15,3.624,0.156,3.25,3.87,NORDESTE,ALAGOAS,estadual
2017-07-09,2017-07-15,3.484,0.14,3.29,3.69,NORTE,AMAPA,estadual
2017-07-09,2017-07-15,3.149,0.528,2.98,4.55,NORTE,AMAZONAS,estadual
2017-07-09,2017-07-15,3.649,0.221,3.07,4.279,NORDESTE,BAHIA,estadual
2017-07-09,2017-07-15,3.724,0.095,3.499,3.999,NORDESTE,CEARA,estadual
2017-07-09,2017-07-15,3.304,0.224,3.079,3.789,CENTRO OESTE,DISTRITO FEDERAL,estadual
2017-07-09,2017-07-15,3.549,0.166,3.22,3.98,SUDESTE,ESPIRITO SANTO,estadual
2017-07-09,2017-07-15,3.647,0.158,3.329,3.98,CENTRO OESTE,GOIAS,estadual
2017-07-09,2017-07-15,3.375,0.226,3.09,3.95,NORDESTE,MARANHAO,estadual
2017-07-09,2017-07-15,3.527,0.2,3.155,3.99,CENTRO OESTE,MATO GROSSO,estadual
2017-07-09,2017-07-15,3.403,0.226,3.129,3.899,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2017-07-09,2017-07-15,3.613,0.17,3.24,4.14,SUDESTE,MINAS GERAIS,estadual
2017-07-09,2017-07-15,3.77,0.331,3.3,4.55,NORTE,PARA,estadual
2017-07-09,2017-07-15,3.451,0.178,3.089,3.85,NORDESTE,PARAIBA,estadual
2017-07-09,2017-07-15,3.398,0.182,2.97,3.89,SUL,PARANA,estadual
2017-07-09,2017-07-15,3.392,0.249,2.98,3.99,NORDESTE,PERNAMBUCO,estadual
2017-07-09,2017-07-15,3.34,0.217,3.12,3.79,NORDESTE,PIAUI,estadual
2017-07-09,2017-07-15,3.875,0.178,3.549,4.699,SUDESTE,RIO DE JANEIRO,estadual
2017-07-09,2017-07-15,3.719,0.098,3.4,3.819,NORDESTE,RIO GRANDE DO NORTE,estadual
2017-07-09,2017-07-15,3.595,0.239,3.07,4.198,SUL,RIO GRANDE DO SUL,estadual
2017-07-09,2017-07-15,3.68,0.179,3.09,4.17,NORTE,RONDONIA,estadual
2017-07-09,2017-07-15,3.461,0.043,3.35,3.5,NORTE,RORAIMA,estadual
2017-07-09,2017-07-15,3.309,0.197,2.949,3.97,SUL,SANTA CATARINA,estadual
2017-07-09,2017-07-15,3.286,0.184,2.799,4.299,SUDESTE,SAO PAULO,estadual
2017-07-09,2017-07-15,3.416,0.106,3.29,3.828,NORDESTE,SERGIPE,estadual
2017-07-09,2017-07-15,3.558,0.178,3.179,4.15,NORTE,TOCANTINS,estadual
2017-07-16,2017-07-22,3.983,0.382,3.79,4.7,NORTE,ACRE,estadual
2017-07-16,2017-07-22,3.701,0.178,3.25,4.09,NORDESTE,ALAGOAS,estadual
2017-07-16,2017-07-22,3.488,0.131,3.29,3.69,NORTE,AMAPA,estadual
2017-07-16,2017-07-22,3.86,0.22,3.5,4.55,NORTE,AMAZONAS,estadual
2017-07-16,2017-07-22,3.716,0.161,3.16,4.279,NORDESTE,BAHIA,estadual
2017-07-16,2017-07-22,3.664,0.121,3.459,3.999,NORDESTE,CEARA,estadual
2017-07-16,2017-07-22,3.236,0.237,3.009,3.699,CENTRO OESTE,DISTRITO FEDERAL,estadual
2017-07-16,2017-07-22,3.518,0.16,3.22,3.98,SUDESTE,ESPIRITO SANTO,estadual
2017-07-16,2017-07-22,3.594,0.141,3.329,3.96,CENTRO OESTE,GOIAS,estadual
2017-07-16,2017-07-22,3.357,0.226,2.999,3.95,NORDESTE,MARANHAO,estadual
2017-07-16,2017-07-22,3.501,0.201,3.17,3.99,CENTRO OESTE,MATO GROSSO,estadual
2017-07-16,2017-07-22,3.327,0.253,2.979,3.898,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2017-07-16,2017-07-22,3.578,0.172,3.251,4.14,SUDESTE,MINAS GERAIS,estadual
2017-07-16,2017-07-22,3.744,0.339,3.299,4.54,NORTE,PARA,estadual
2017-07-16,2017-07-22,3.447,0.19,3.089,3.899,NORDESTE,PARAIBA,estadual
2017-07-16,2017-07-22,3.364,0.188,2.97,3.89,SUL,PARANA,estadual
2017-07-16,2017-07-22,3.343,0.263,2.98,3.95,NORDESTE,PERNAMBUCO,estadual
2017-07-16,2017-07-22,3.308,0.183,3.17,3.78,NORDESTE,PIAUI,estadual
2017-07-16,2017-07-22,3.853,0.164,3.53,4.499,SUDESTE,RIO DE JANEIRO,estadual
2017-07-16,2017-07-22,3.478,0.164,3.259,3.799,NORDESTE,RIO GRANDE DO NORTE,estadual
2017-07-16,2017-07-22,3.584,0.242,3.05,4.14,SUL,RIO GRANDE DO SUL,estadual
2017-07-16,2017-07-22,3.672,0.171,3.09,4.09,NORTE,RONDONIA,estadual
2017-07-16,2017-07-22,3.359,0.011,3.35,3.37,NORTE,RORAIMA,estadual
2017-07-16,2017-07-22,3.285,0.205,2.89,3.98,SUL,SANTA CATARINA,estadual
2017-07-16,2017-07-22,3.234,0.189,2.849,3.999,SUDESTE,SAO PAULO,estadual
2017-07-16,2017-07-22,3.376,0.128,3.199,3.828,NORDESTE,SERGIPE,estadual
2017-07-16,2017-07-22,3.524,0.196,3.15,4.15,NORTE,TOCANTINS,estadual
2017-07-23,2017-07-29,4.366,0.32,4.2,4.95,NORTE,ACRE,estadual
2017-07-23,2017-07-29,3.84,0.175,3.59,4.18,NORDESTE,ALAGOAS,estadual
2017-07-23,2017-07-29,3.677,0.184,3.29,3.89,NORTE,AMAPA,estadual
2017-07-23,2017-07-29,3.938,0.276,3.5,4.55,NORTE,AMAZONAS,estadual
2017-07-23,2017-07-29,4.028,0.186,3.39,4.399,NORDESTE,BAHIA,estadual
2017-07-23,2017-07-29,3.947,0.184,3.479,4.7,NORDESTE,CEARA,estadual
2017-07-23,2017-07-29,3.599,0.19,3.089,3.739,CENTRO OESTE,DISTRITO FEDERAL,estadual
2017-07-23,2017-07-29,3.766,0.203,3.39,4.39,SUDESTE,ESPIRITO SANTO,estadual
2017-07-23,2017-07-29,3.904,0.124,3.644,4.32,CENTRO OESTE,GOIAS,estadual
2017-07-23,2017-07-29,3.567,0.212,3.299,4.25,NORDESTE,MARANHAO,estadual
2017-07-23,2017-07-29,3.734,0.125,3.299,4.4,CENTRO OESTE,MATO GROSSO,estadual
2017-07-23,2017-07-29,3.725,0.147,3.299,4.05,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2017-07-23,2017-07-29,3.816,0.211,3.266,4.46,SUDESTE,MINAS GERAIS,estadual
2017-07-23,2017-07-29,3.948,0.295,3.499,4.85,NORTE,PARA,estadual
2017-07-23,2017-07-29,3.655,0.171,3.16,3.95,NORDESTE,PARAIBA,estadual
2017-07-23,2017-07-29,3.687,0.192,3.04,4.19,SUL,PARANA,estadual
2017-07-23,2017-07-29,3.666,0.236,2.98,4.35,NORDESTE,PERNAMBUCO,estadual
2017-07-23,2017-07-29,3.574,0.091,3.39,3.78,NORDESTE,PIAUI,estadual
2017-07-23,2017-07-29,4.124,0.213,3.589,4.699,SUDESTE,RIO DE JANEIRO,estadual
2017-07-23,2017-07-29,3.874,0.174,3.39,4.15,NORDESTE,RIO GRANDE DO NORTE,estadual
2017-07-23,2017-07-29,3.951,0.19,3.529,4.58,SUL,RIO GRANDE DO SUL,estadual
2017-07-23,2017-07-29,3.89,0.14,3.65,4.25,NORTE,RONDONIA,estadual
2017-07-23,2017-07-29,3.677,0.15,3.279,3.75,NORTE,RORAIMA,estadual
2017-07-23,2017-07-29,3.628,0.162,3.19,4.05,SUL,SANTA CATARINA,estadual
2017-07-23,2017-07-29,3.513,0.222,2.939,4.141,SUDESTE,SAO PAULO,estadual
2017-07-23,2017-07-29,3.674,0.156,3.3,3.899,NORDESTE,SERGIPE,estadual
2017-07-23,2017-07-29,3.877,0.303,3.15,4.199,NORTE,TOCANTINS,estadual
2017-07-30,2017-08-05,4.353,0.331,4.03,4.95,NORTE,ACRE,estadual
2017-07-30,2017-08-05,3.886,0.107,3.69,3.999,NORDESTE,ALAGOAS,estadual
2017-07-30,2017-08-05,3.728,0.109,3.66,3.89,NORTE,AMAPA,estadual
2017-07-30,2017-08-05,3.705,0.351,3.63,4.5,NORTE,AMAZONAS,estadual
2017-07-30,2017-08-05,3.949,0.154,3.73,4.299,NORDESTE,BAHIA,estadual
2017-07-30,2017-08-05,3.933,0.115,3.59,4.259,NORDESTE,CEARA,estadual
2017-07-30,2017-08-05,3.675,0.195,3.099,3.899,CENTRO OESTE,DISTRITO FEDERAL,estadual
2017-07-30,2017-08-05,3.834,0.169,3.69,4.39,SUDESTE,ESPIRITO SANTO,estadual
2017-07-30,2017-08-05,3.829,0.166,3.55,4.29,CENTRO OESTE,GOIAS,estadual
2017-07-30,2017-08-05,3.555,0.226,3.29,4.25,NORDESTE,MARANHAO,estadual
2017-07-30,2017-08-05,3.85,0.173,3.219,4.4,CENTRO OESTE,MATO GROSSO,estadual
2017-07-30,2017-08-05,3.704,0.143,3.499,4.0,CENTRO OESTE,MATO GROSSO DO SUL,estadual
2017-07-30,2017-08-05,3.845,0.201,3.266,4.397,SUDESTE,MINAS GERAIS,estadual
2017-07-30,2017-08-05,3.988,0.278,3.499,4.61,NORTE,PARA,estadual
2017-07-30,2017-08-05,3.688,0.165,3.16,3.95,NORDESTE,PARAIBA,estadual
2017-07-30,2017-08-05,3.73,0.146,3.299,4.19,SUL,PARANA,estadual
2017-07-30,2017-08-05,3.706,0.283,3.17,4.35,NORDESTE,PERNAMBUCO,estadual
2017-07-30,2017-08-05,3.611,0.146,3.42,3.89,NORDESTE,PIAUI,estadual
2017-07-30,2017-08-05,4.18,0.167,3.849,4.699,SUDESTE,RIO DE JANEIRO,estadual
