razao,endereco,Description,geometry,longitude,latitude,data,venda,quantile
A CARABETTI & CIA LTDA,"AVENIDA CRISTIANO MACHADO, 2000","endereco: AVENIDA CRISTIANO MACHADO, 2000<br>bairro: Cidade Nova<br>cidade: Belo Horizonte<br>endereço: Av. Cristiano Machado, 2000 - Cidade Nova, Belo Horizonte - MG, 31170-800, Brazil<br>longitude: -43.9286631<br>latitude: -19.8900208",POINT Z (-43.9286631 -19.8900208 0),-19.8900208,-43.9286631,2020-11-02,4.797,"(4.778, 4.918]"
ABRAS COMERCIO DE COMBUSTIVEL E VEICULOS LTDA,"AVENIDA PEDRO II, 930","endereco: AVENIDA PEDRO II, 930<br>bairro: Bonfim<br>cidade: Belo Horizonte<br>endereço: Av. Presidente Carlos Luz, 451 - Alto Caiçaras, Belo Horizonte - MG, 30770-560, Brazil<br>longitude: -43.9648137<br>latitude: -19.9050907",POINT Z (-43.9648137 -19.9050907 0),-19.9050907,-43.9648137,2020-02-20,4.655,"(4.639, 4.778]"
ALABASTRO POSTOS E SERVIÇOS LTDA.,"AVENIDA SILVIANO BRANDÃO, 1785","endereco: AVENIDA SILVIANO BRANDÃO, 1785<br>bairro: Floresta<br>cidade: Belo Horizonte<br>endereço: Av. Brg. Eduardo Gomes, 1025 - Glória, Belo Horizonte - MG, 30870-100, Brazil<br>longitude: -44.0042179<br>latitude: -19.9067459",POINT Z (-44.0042179 -19.9067459 0),-19.9067459,-44.0042179,2020-07-01,4.695,"(4.639, 4.778]"
ALMADA & CIA LIMITADA,"RUA JACUI, 3880","endereco: RUA JACUI, 3880<br>bairro: Ipiranga<br>cidade: Belo Horizonte<br>endereço: Av. Amintas Jacques de Morais, 2065 - Glória, Belo Horizonte - MG, 30880-133, Brazil<br>longitude: -44.0170234<br>latitude: -19.9066562",POINT Z (-44.0170234 -19.9066562 0),-19.9066562,-44.0170234,2020-07-01,4.699,"(4.639, 4.778]"
ALMADA & CIA LIMITADA,"RUA JACUI, 4040","endereco: RUA JACUI, 4040<br>bairro: Ipiranga<br>cidade: Belo Horizonte<br>endereço: R. Jacuí, 4040 - Ipiranga, Belo Horizonte - MG, 31160-390, Brazil<br>longitude: -43.9295015<br>latitude: -19.8782271",POINT Z (-43.9295015 -19.8782271 0),-19.8782271,-43.9295015,2020-11-02,4.599,"(4.498, 4.639]"
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484","endereco: RODOVIA BR-381 FERNAO DIAS, S/N KM484<br>bairro: Distrito Industrial Jardim Piemont Norte<br>cidade: Betim<br>endereço: BR-381, KM 484, Nº 1050 - Dom I. Jardim Piemonte / Norte, Betim - MG, 32669-895, Brazil<br>longitude: -44.0740263<br>latitude: -19.958671",POINT Z (-44.0740263 -19.958671 0),-19.958671,-44.0740263,2020-10-02,4.794,"(4.778, 4.918]"
AUTO POSTO INHUMAS LTDA,"RUA DAS CLARINETAS, 23","endereco: RUA DAS CLARINETAS, 23<br>bairro: Conjunto California<br>cidade: Belo Horizonte<br>endereço: BR-040, 1000 - Califórnia, Belo Horizonte - MG, 30855-500, Brazil<br>longitude: -44.0270349<br>latitude: -19.9181557",POINT Z (-44.0270349 -19.9181557 0),-19.9181557,-44.0270349,2020-05-02,4.699,"(4.639, 4.778]"
AUTO POSTO MACPETRO LTDA,"RUA DOUTOR ALVARO CAMARGOS, 2216","endereco: RUA DOUTOR ALVARO CAMARGOS, 2216<br>bairro: Santa Monica<br>cidade: Belo Horizonte<br>endereço: Rua Dr. Álvaro Camargos, 2216 - Santa Monica, Belo Horizonte - MG, 31515-000, Brazil<br>longitude: -43.9688247<br>latitude: -19.8270802",POINT Z (-43.9688247 -19.8270802 0),-19.8270802,-43.9688247,2020-11-02,4.633,"(4.498, 4.639]"
AUTO POSTO MAQUINE LTDA,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 3605","endereco: RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 3605<br>bairro: Vila Bernadeti (barreiro)<br>cidade: Belo Horizonte<br>endereço: R. Des. Réis Alves, 880 - Indústrias I (Barreiro), Belo Horizonte - MG, 30610-270, Brazil<br>longitude: -43.9978788<br>latitude: -19.9657213",POINT Z (-43.9978788 -19.9657213 0),-19.9657213,-43.9978788,2020-03-02,4.697,"(4.639, 4.778]"
AUTO POSTO MENDONCA LTDA,"AVENIDA CRISTIANO MACHADO, 2506","endereco: AVENIDA CRISTIANO MACHADO, 2506<br>bairro: Cidade Nova<br>cidade: Belo Horizonte<br>endereço: Av. Cristiano Machado, 2506 - Vila Suzana, Belo Horizonte - MG, 31260-500, Brazil<br>longitude: -43.9288697<br>latitude: -19.8852496",POINT Z (-43.9288697 -19.8852496 0),-19.8852496,-43.9288697,2020-11-02,4.6930000000000005,"(4.639, 4.778]"
AUTO POSTO RIO BRANCO LTDA,"AVENIDA BERNARDA SILVESTRE, 115","endereco: AVENIDA BERNARDA SILVESTRE, 115<br>bairro: Rio Brancoi<br>cidade: Belo Horizonte<br>endereço: Av. Bernarda Silvestre, 115 - Rio Branco, Belo Horizonte - MG, 31535-210, Brazil<br>longitude: -43.98318<br>latitude: -19.816404",POINT Z (-43.98318 -19.816404 0),-19.816404,-43.98318,2020-10-03,4.695,"(4.639, 4.778]"
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355","endereco: AVENIDA ARTHUR DA SILVA BERNARDES, 355<br>bairro: Ingá<br>cidade: Betim<br>endereço: Av. Artur da Silva Bernardes, 355 - Ingá, Betim - MG, 32630-050, Brazil<br>longitude: -44.1957332<br>latitude: -19.9536019",POINT Z (-44.1957332 -19.9536019 0),-19.9536019,-44.1957332,2020-10-02,4.697,"(4.639, 4.778]"
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355","endereco: AVENIDA ARTHUR DA SILVA BERNARDES, 355<br>bairro: Inga<br>cidade: Betim<br>endereço: Av. Artur da Silva Bernardes, 355 - Ingá, Betim - MG, 32630-050, Brazil<br>longitude: -44.1957332<br>latitude: -19.9536019",POINT Z (-44.1957332 -19.9536019 0),-19.9536019,-44.1957332,2020-10-02,4.697,"(4.639, 4.778]"
AUTO POSTO SABARA LTDA.,"RUA PREFEITO VITOR FANTINI, 719","endereco: RUA PREFEITO VITOR FANTINI, 719<br>bairro: Centro<br>cidade: Sabará<br>endereço: Av. Pref. Vítor Fantini, 719 - Centro, Sabará - MG, 34525-360, Brazil<br>longitude: -43.8137275<br>latitude: -19.8936901",POINT Z (-43.8137275 -19.8936901 0),-19.8936901,-43.8137275,2020-09-03,4.999,"(4.918, 5.058]"
AUTO POSTO SANTOS RIOS S.R. LTDA - ME,"VIA EXPRESSA DE CONTAGEM, 2835","endereco: VIA EXPRESSA DE CONTAGEM, 2835<br>bairro: Perobas<br>cidade: Contagem<br>endereço: Via Expressa de Contagem, 2835 - Parque Sao Joao, Contagem - MG, 32370-485, Brazil<br>longitude: -44.0466327<br>latitude: -19.9230736",POINT Z (-44.0466327 -19.9230736 0),-19.9230736,-44.0466327,2020-05-03,4.695,"(4.639, 4.778]"
AUTO POSTO TREVINHO LTDA,"AVENIDA JOSE CANDIDO DA SILVEIRA, 3252","endereco: AVENIDA JOSE CANDIDO DA SILVEIRA, 3252<br>bairro: Ana Lucia<br>cidade: Sabará<br>endereço: Av. José Cândido da Silveira, 3252, Sabará - MG, 31930-010, Brazil<br>longitude: -43.9058048<br>latitude: -19.8759041",POINT Z (-43.9058048 -19.8759041 0),-19.8759041,-43.9058048,2020-09-03,4.699,"(4.639, 4.778]"
AUTO POSTO VALE LTDA,"AVENIDA VILARINHO, 1146","endereco: AVENIDA VILARINHO, 1146<br>bairro: Venda Nova<br>cidade: Belo Horizonte<br>endereço: Av. Vilarinho, 1146 - Venda Nova, Belo Horizonte - MG, 31610-070, Brazil<br>longitude: -43.9530213<br>latitude: -19.8170585",POINT Z (-43.9530213 -19.8170585 0),-19.8170585,-43.9530213,2020-11-02,4.649,"(4.639, 4.778]"
AUTO POSTO VEM K LTDA,"AVENIDA PRESIDENTE TANCREDO NEVES, 3574","endereco: AVENIDA PRESIDENTE TANCREDO NEVES, 3574<br>bairro: Paqueta<br>cidade: Belo Horizonte<br>endereço: Rod. Camilo Teixeira da Costa - Tupi B, Belo Horizonte - MG, 31844, Brazil<br>longitude: -43.9148459<br>latitude: -19.8437076",POINT Z (-43.9148459 -19.8437076 0),-19.8437076,-43.9148459,2020-06-01,4.799,"(4.778, 4.918]"
AUTO POSTO VERONA EIRELI,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 23759","endereco: RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 23759<br>bairro: Dom Silverio<br>cidade: Belo Horizonte<br>endereço: BR-262, Belo Horizonte - MG, Brazil<br>longitude: -43.9542559<br>latitude: -19.8806279",POINT Z (-43.9542559 -19.8806279 0),-19.8806279,-43.9542559,2020-05-02,4.728,"(4.639, 4.778]"
AUTO POSTO XANATAM LTDA,"RODOVIA RODOVIA MG 5, 765","endereco: RODOVIA RODOVIA MG 5, 765<br>bairro: Goiania<br>cidade: Belo Horizonte<br>endereço: R. das Clarinetas, 23 - Conj. California, Belo Horizonte - MG, 30850-780, Brazil<br>longitude: -44.0064775<br>latitude: -19.9244",POINT Z (-44.0064775 -19.9244 0),-19.9244,-44.0064775,2020-05-02,4.698,"(4.639, 4.778]"
BARRABELA AUTO POSTO LTDA.,"RODOVIA BR 356, S/N KM 7,5","endereco: RODOVIA BR 356, S/N KM 7,5<br>bairro: Olhos D'agua<br>cidade: Belo Horizonte<br>endereço: Av. do Contorno, 1955 - Floresta, Belo Horizonte - MG, 30110-009, Brazil<br>longitude: -43.9270233<br>latitude: -19.9160935",POINT Z (-43.9270233 -19.9160935 0),-19.9160935,-43.9270233,2020-03-02,4.86,"(4.778, 4.918]"
BEL POSTO LTDA,"RUA DAS PRINCESAS, 367","endereco: RUA DAS PRINCESAS, 367<br>bairro: Jardinopolis<br>cidade: Belo Horizonte<br>endereço: BR-356, 04, 20 - Santa Lúcia, Belo Horizonte - MG, Brazil<br>longitude: -43.9637582<br>latitude: -19.9997883",POINT Z (-43.9637582 -19.9997883 0),-19.9997883,-43.9637582,2020-03-02,4.996,"(4.918, 5.058]"
BERNARDO MONTEIRO COMBUSTIVEIS LTDA,"RUA SANTA EDWIGES, 21","endereco: RUA SANTA EDWIGES, 21<br>bairro: Santa Terezinha<br>cidade: Contagem<br>endereço: R. Santa Edwiges, 21 - Santa Terezinha, Contagem - MG, 32010-040, Brazil<br>longitude: -44.0804344<br>latitude: -19.9300687",POINT Z (-44.0804344 -19.9300687 0),-19.9300687,-44.0804344,2020-05-03,4.69,"(4.639, 4.778]"
BRESCIA COMERCIO DE COMBUSTIVEIS LTDA,"RODOVIA BR 381, 931 KM 800","endereco: RODOVIA BR 381, 931 KM 800<br>bairro: Amazonas<br>cidade: Contagem<br>endereço: Rod. Fernão Dias, 931 - Dom I. Jardim Piemonte / Norte, Betim - MG, 32689, Brazil<br>longitude: -44.0750667<br>latitude: -19.9586481",POINT Z (-44.0750667 -19.9586481 0),-19.9586481,-44.0750667,2020-11-03,4.547,"(4.498, 4.639]"
CARREFOUR COMERCIO E INDUSTRIA LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 4055 PARTE","endereco: AVENIDA PRESIDENTE CARLOS LUZ, 4055 PARTE<br>bairro: Engenheiro Nogueira<br>cidade: Belo Horizonte<br>endereço: Rua dos Tupinambás, 115 - Centro, Belo Horizonte - MG, 30140-061, Brazil<br>longitude: -43.9355195<br>latitude: -19.9187618",POINT Z (-43.9355195 -19.9187618 0),-19.9187618,-43.9355195,2020-01-22,4.599,"(4.498, 4.639]"
CARVALHO ENGENHARIA LTDA,"AVENIDA CEMIG, 500","endereco: AVENIDA CEMIG, 500<br>bairro: Nacional<br>cidade: Contagem<br>endereço: Av. Cemig, 500 - Xangri-La, Contagem - MG, 32150-340, Brazil<br>longitude: -44.0211034<br>latitude: -19.848551",POINT Z (-44.0211034 -19.848551 0),-19.848551,-44.0211034,2020-06-02,4.699,"(4.639, 4.778]"
CARVALHO ENGENHARIA LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 1111","endereco: AVENIDA SEVERINO BALLESTEROS RODRIGUES, 1111<br>bairro: Fazenda do Confisco<br>cidade: Contagem<br>endereço: Av. Severino Ballesteros, Contagem - MG, Brazil<br>longitude: -44.0379233<br>latitude: -19.887307",POINT Z (-44.0379233 -19.887307 0),-19.887307,-44.0379233,2020-06-02,4.657,"(4.639, 4.778]"
CATALAO COMERCIAL LTDA,"ROD. MG 030, 8625 SHOPPING SERENA MALL","endereco: ROD. MG 030, 8625 SHOPPING SERENA MALL<br>bairro: Vale do Sereno<br>cidade: Nova Lima<br>endereço: Rod. Januário Carneiro, 8625 - Vale do Sereno, Nova Lima - MG, 34000-000, Brazil<br>longitude: -43.9396<br>latitude: -19.987031",POINT Z (-43.9396 -19.987031 0),-19.987031,-43.9396,2020-12-02,4.8889999999999985,"(4.778, 4.918]"
CCA COMERCIAL DE COMBUSTIVEIS AUTOMOTIVOS LTDA,"AVENIDA CORONEL JOVE SOARES NOGUEIRA, 300","endereco: AVENIDA CORONEL JOVE SOARES NOGUEIRA, 300<br>bairro: Inconfidentes<br>cidade: Contagem<br>endereço: Av. Cel. Jove Soares Nogueira, 300 - Inconfidentes, Contagem - MG, 32260-470, Brazil<br>longitude: -44.0365944<br>latitude: -19.9593541",POINT Z (-44.0365944 -19.9593541 0),-19.9593541,-44.0365944,2020-11-03,4.675,"(4.639, 4.778]"
CCC GAS VEICULAR LTDA,"AVENIDA SEBASTIAO DE BRITO, 1037","endereco: AVENIDA SEBASTIAO DE BRITO, 1037<br>bairro: Dona Clara<br>cidade: Belo Horizonte<br>endereço: Av. Serrana, 750 - Serrano, Belo Horizonte - MG, 30882-370, Brazil<br>longitude: -44.0118048<br>latitude: -19.8788179",POINT Z (-44.0118048 -19.8788179 0),-19.8788179,-44.0118048,2020-05-03,4.499,"(4.498, 4.639]"
CELT -COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,"AVENIDA DOM PEDRO I, 2177 LETRA A","endereco: AVENIDA DOM PEDRO I, 2177 LETRA A<br>bairro: Sao Joao Batista<br>cidade: Belo Horizonte<br>endereço: Av. Pres. Antônio Carlos, 2710 - Cachoeirinha, Belo Horizonte - MG, 31130-191, Brazil<br>longitude: -43.9500675<br>latitude: -19.8884356",POINT Z (-43.9500675 -19.8884356 0),-19.8884356,-43.9500675,2020-11-02,4.597,"(4.498, 4.639]"
CENCOSUD BRASIL COMERCIAL LTDA,"RUA PARA DE MINAS, 788 ANEXO: 01;","endereco: RUA PARA DE MINAS, 788 ANEXO: 01;<br>bairro: Padre Eustaquio<br>cidade: Belo Horizonte<br>endereço: Av. Prof. Clóvis Salgado, 1865 - Bandeirantes (Pampulha), Belo Horizonte - MG, 31365-440, Brazil<br>longitude: -44.0120516<br>latitude: -19.8712341",POINT Z (-44.0120516 -19.8712341 0),-19.8712341,-44.0120516,2020-07-01,4.629,"(4.498, 4.639]"
CENTRO AUTOMOTIVO DEL-REY LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 900","endereco: AVENIDA SEVERINO BALLESTEROS RODRIGUES, 900<br>bairro: Ressaca<br>cidade: Contagem<br>endereço: Av. Severino Ballesteros, 900 - LJ 05 - Ressaca, Contagem - MG, 32110-005, Brazil<br>longitude: -44.026799<br>latitude: -19.874308",POINT Z (-44.026799 -19.874308 0),-19.874308,-44.026799,2020-06-02,4.798,"(4.778, 4.918]"
CENTRO AUTOMOTIVO FALCAO LTDA - EPP,"AVENIDA GAL OLIMPIO MOURA FILHO, 835","endereco: AVENIDA GAL OLIMPIO MOURA FILHO, 835<br>bairro: Planalto<br>cidade: Belo Horizonte<br>endereço: Av. Dr. Cristiano Guimarães, 2329 - Planalto, Belo Horizonte - MG, 31720-300, Brazil<br>longitude: -43.9509855<br>latitude: -19.8397819",POINT Z (-43.9509855 -19.8397819 0),-19.8397819,-43.9509855,2020-11-02,4.647,"(4.639, 4.778]"
COMBUSTIVEIS VALADARES LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 2600","endereco: AVENIDA PRESIDENTE CARLOS LUZ, 2600<br>bairro: Caparao<br>cidade: Belo Horizonte<br>endereço: Avenida Presidente Carlos Luz - R. Caparaó, 2600 - Aparecida 7ª Seção, Belo Horizonte - MG, 31250-810, Brazil<br>longitude: -43.9666667<br>latitude: -19.8897222",POINT Z (-43.9666667 -19.8897222 0),-19.8897222,-43.9666667,2020-03-19,4.899,"(4.778, 4.918]"
COMERCIAL DE PETROLEO VILARINHO LTDA,"AVENIDA VILARINHO, 1691","endereco: AVENIDA VILARINHO, 1691<br>bairro: Venda Nova<br>cidade: Belo Horizonte<br>endereço: Av. Vilarinho, 1691 - Venda Nova, Belo Horizonte - MG, 31615-250, Brazil<br>longitude: -43.9571443<br>latitude: -19.8139993",POINT Z (-43.9571443 -19.8139993 0),-19.8139993,-43.9571443,2020-11-02,4.599,"(4.498, 4.639]"
COMERCIAL DIAS VIEIRA LTDA,"RODOVIA CAMILO TEIXEIRA DA COSTA, 555","endereco: RODOVIA CAMILO TEIXEIRA DA COSTA, 555<br>bairro: Tupi B<br>cidade: Belo Horizonte<br>endereço: Av. Pres. Antônio Carlos, 3550 - Cachoeirinha, Belo Horizonte - MG, 31150-032, Brazil<br>longitude: -43.95102<br>latitude: -19.8808979",POINT Z (-43.95102 -19.8808979 0),-19.8808979,-43.95102,2020-07-01,4.799,"(4.778, 4.918]"
COMERCIAL MARCESOP LTDA,"AVENIDA AMAZONAS, 5234","endereco: AVENIDA AMAZONAS, 5234<br>bairro: Nova Suica<br>cidade: Belo Horizonte<br>endereço: Av. Amazonas, 5234 - Centro, Belo Horizonte - MG, 30180-001, Brazil<br>longitude: -43.9789861<br>latitude: -19.9296805",POINT Z (-43.9789861 -19.9296805 0),-19.9296805,-43.9789861,2020-03-18,4.65,"(4.639, 4.778]"
COMERCIAL RACOL LTDA,"AVENIDA BRIGADEIRO EDUARDO GOMES, 1980","endereco: AVENIDA BRIGADEIRO EDUARDO GOMES, 1980<br>bairro: Gloria<br>cidade: Belo Horizonte<br>endereço: R. Des. Barcelos, 196 - Calafate, Belo Horizonte - MG, 30411-460, Brazil<br>longitude: -43.9725944<br>latitude: -19.9263903",POINT Z (-43.9725944 -19.9263903 0),-19.9263903,-43.9725944,2020-06-01,4.697,"(4.639, 4.778]"
COMERCIO DE COMBUSTIVEIS ALEX LTDA,"RUA GONCALVES DIAS, 520","endereco: RUA GONCALVES DIAS, 520<br>bairro: Funcionarios<br>cidade: Belo Horizonte<br>endereço: BR-262 - Dom Silverio, Belo Horizonte - MG, Brazil<br>longitude: -43.9045775<br>latitude: -19.8576547",POINT Z (-43.9045775 -19.8576547 0),-19.8576547,-43.9045775,2020-03-02,4.759,"(4.639, 4.778]"
DELMA - COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA VILARINHO, 3353","endereco: AVENIDA VILARINHO, 3353<br>bairro: Leticia Distrito de Venda Nova<br>cidade: Belo Horizonte<br>endereço: Av. Vilarinho, 3353 - Venda Nova, Belo Horizonte - MG, 31615-250, Brazil<br>longitude: -43.9705696<br>latitude: -19.8068148",POINT Z (-43.9705696 -19.8068148 0),-19.8068148,-43.9705696,2020-11-02,4.645,"(4.639, 4.778]"
DGET COMBUSTIVEIS EIRELI,"RUA DOS ASTECAS, 2930","endereco: RUA DOS ASTECAS, 2930<br>bairro: Santa Monica<br>cidade: Belo Horizonte<br>endereço: R. dos Astecas, 2930 - Santa Monica, Belo Horizonte - MG, 31530-300, Brazil<br>longitude: -43.9793432<br>latitude: -19.8299338",POINT Z (-43.9793432 -19.8299338 0),-19.8299338,-43.9793432,2020-10-03,4.688,"(4.639, 4.778]"
DIALA PETROLEO LTDA,"RUA POUSO ALEGRE, 1075","endereco: RUA POUSO ALEGRE, 1075<br>bairro: Floresta<br>cidade: Belo Horizonte<br>endereço: R. Conselheiro Lafaiete, 1380 - Sagrada Família, Belo Horizonte - MG, 31035-560, Brazil<br>longitude: -43.92308<br>latitude: -19.9000958",POINT Z (-43.92308 -19.9000958 0),-19.9000958,-43.92308,2020-07-01,4.579,"(4.498, 4.639]"
DUTRA E SILVA LTDA,"AVENIDA DOS ENGENHEIROS, 465","endereco: AVENIDA DOS ENGENHEIROS, 465<br>bairro: Alipio de Melo<br>cidade: Belo Horizonte<br>endereço: Av. dos Engenheiros, 465 - Alípio de Melo, Belo Horizonte - MG, 30840-300, Brazil<br>longitude: -43.9984393<br>latitude: -19.8919097",POINT Z (-43.9984393 -19.8919097 0),-19.8919097,-43.9984393,2020-04-03,4.897,"(4.778, 4.918]"
ECO EMPREENDIMENTOS COMERCIAIS LTDA,"RUA CONCEICAO DO MATO DENTRO, 335","endereco: RUA CONCEICAO DO MATO DENTRO, 335<br>bairro: Ouro Preto<br>cidade: Belo Horizonte<br>endereço: Av. Presidente Carlos Luz, 2263 - São Francisco de Assis, Belo Horizonte - MG, 31250-010, Brazil<br>longitude: -43.9660624<br>latitude: -19.8914557",POINT Z (-43.9660624 -19.8914557 0),-19.8914557,-43.9660624,2020-02-20,4.687,"(4.639, 4.778]"
ECO EMPREENDIMENTOS COMERCIAIS LTDA,"RUA TUPIS, 1774","endereco: RUA TUPIS, 1774<br>bairro: Barro Preto<br>cidade: Belo Horizonte<br>endereço: Rua dos Tupis, 1774 - Barro Preto, Belo Horizonte - MG, 30190-062, Brazil<br>longitude: -43.9536788<br>latitude: -19.9178246",POINT Z (-43.9536788 -19.9178246 0),-19.9178246,-43.9536788,2020-03-18,4.557,"(4.498, 4.639]"
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEIROS, 256 CEASA","endereco: AVENIDA SEVERINO BALLESTEIROS, 256 CEASA<br>bairro: Guanabara<br>cidade: Contagem<br>endereço: Av. Olímpio García, 1100 - Eldorado, Contagem - MG, 32315-140, Brazil<br>longitude: -44.0395552<br>latitude: -19.9500968",POINT Z (-44.0395552 -19.9500968 0),-19.9500968,-44.0395552,2020-06-02,4.849,"(4.778, 4.918]"
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEROS, 256","endereco: AVENIDA SEVERINO BALLESTEROS, 256<br>bairro: Guanabara<br>cidade: Contagem<br>endereço: Av. Severino Ballesteros, 256 - Ressaca, Contagem - MG, 32110-005, Brazil<br>longitude: -44.0207567<br>latitude: -19.8734203",POINT Z (-44.0207567 -19.8734203 0),-19.8734203,-44.0207567,2020-05-03,4.749,"(4.639, 4.778]"
EMPREENDIMENTOS BRITO LIMA LTDA,"RODOVIA BR 040 KM 688, S/Nº CEASA","endereco: RODOVIA BR 040 KM 688, S/Nº CEASA<br>bairro: Guanabara<br>cidade: Contagem<br>endereço: Av. Severino Ballesteros - Av. Severino Balsteros Rodrigues, 850 - Cabral, Contagem - MG, 32110-005, Brazil<br>longitude: -44.0381666<br>latitude: -19.8805712",POINT Z (-44.0381666 -19.8805712 0),-19.8805712,-44.0381666,2020-06-02,4.799,"(4.778, 4.918]"
EVE EMPREENDIMENTOS LTDA,"RUA SENA MADUREIRA, 390","endereco: RUA SENA MADUREIRA, 390<br>bairro: Ouro Preto<br>cidade: Belo Horizonte<br>endereço: Av. Gen. Olímpio Mourão Filho, 835 - Planalto, Belo Horizonte - MG, 31710-690, Brazil<br>longitude: -43.9560177<br>latitude: -19.8343625",POINT Z (-43.9560177 -19.8343625 0),-19.8343625,-43.9560177,2020-06-01,4.985,"(4.918, 5.058]"
EXPRESSA COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA JOAQUIM CAMARGOS, 195","endereco: RUA JOAQUIM CAMARGOS, 195<br>bairro: Agua Branca<br>cidade: Contagem<br>endereço: R. Joaquim Camargos, 195 - Água Branca, Contagem - MG, 32010-000, Brazil<br>longitude: -44.0341293<br>latitude: -19.9344196",POINT Z (-44.0341293 -19.9344196 0),-19.9344196,-44.0341293,2020-05-03,4.69,"(4.639, 4.778]"
EXXEL REVENDEDORA DE DERIVADOS DE PETROLEO LTDA,"AVENIDA VER CICERO ILDEFONSO, 539","endereco: AVENIDA VER CICERO ILDEFONSO, 539<br>bairro: Joao Pinheiro<br>cidade: Belo Horizonte<br>endereço: Av. Vereador Cicero Idelfonso, 539 - Califórnia, Belo Horizonte - MG, 30530-000, Brazil<br>longitude: -43.9974985<br>latitude: -19.9262594",POINT Z (-43.9974985 -19.9262594 0),-19.9262594,-43.9974985,2020-03-18,4.636,"(4.498, 4.639]"
FARIA REVENDEDORA DE COMBUSTIVEIS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 4514","endereco: AVENIDA HELENA DE VASCONCELOS COSTA, 4514<br>bairro: Bitacula e Perobas<br>cidade: Contagem<br>endereço: Av. Helena de Vasconcelos Costa, 4514 - Campina Verde, Contagem - MG, 32015-640, Brazil<br>longitude: -44.0507712<br>latitude: -19.9054537",POINT Z (-44.0507712 -19.9054537 0),-19.9054537,-44.0507712,2020-05-03,4.695,"(4.639, 4.778]"
GAS BRAS LTDA,"RODOVIA PAPA JOAO PAULO II, 400","endereco: RODOVIA PAPA JOAO PAULO II, 400<br>bairro: Satelite<br>cidade: Belo Horizonte<br>endereço: Rod. Papa João Paulo II, 400 - Serra Verde, Belo Horizonte - MG, 31610, Brazil<br>longitude: -43.9502697<br>latitude: -19.8060201",POINT Z (-43.9502697 -19.8060201 0),-19.8060201,-43.9502697,2020-11-02,4.697,"(4.639, 4.778]"
GILBO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"AVENIDA PRESIDENTE CARLOS LUZ, 451","endereco: AVENIDA PRESIDENTE CARLOS LUZ, 451<br>bairro: Caiçara<br>cidade: Belo Horizonte<br>endereço: Av. Dom Pedro II, 3038 - Caiçaras, Belo Horizonte - MG, 30720-460, Brazil<br>longitude: -43.9696602<br>latitude: -19.9114618",POINT Z (-43.9696602 -19.9114618 0),-19.9114618,-43.9696602,2020-01-22,4.697,"(4.639, 4.778]"
GLAMA COMBUSTIVEIS & NEGOCIOS LTDA,"AVENIDA ALVARENGA PEIXOTO, 75","endereco: AVENIDA ALVARENGA PEIXOTO, 75<br>bairro: Inconfidentes<br>cidade: Contagem<br>endereço: Av. Alvarenga Peixoto, 75 - Amazonas, Contagem - MG, 32223-450, Brazil<br>longitude: -44.0368175<br>latitude: -19.9614132",POINT Z (-44.0368175 -19.9614132 0),-19.9614132,-44.0368175,2020-11-03,4.6789999999999985,"(4.639, 4.778]"
GNV SETE BELO LTDA,"AVENIDA CRISTIANO MACHADO, 8898","endereco: AVENIDA CRISTIANO MACHADO, 8898<br>bairro: Minaslandia<br>cidade: Belo Horizonte<br>endereço: Av. Cristiano Machado, 8898 - Primeiro de Maio, Belo Horizonte - MG, 31812-112, Brazil<br>longitude: -43.9347081<br>latitude: -19.856525",POINT Z (-43.9347081 -19.856525 0),-19.856525,-43.9347081,2020-11-02,4.697,"(4.639, 4.778]"
GRAFER COMERCIAL LTDA,"RODOVIA BR 040, S/N KM 544 ZONA RURAL","endereco: RODOVIA BR 040, S/N KM 544 ZONA RURAL<br>bairro: São Sebastião de Águas Claras<br>cidade: Nova Lima<br>endereço: Rodovia Br 040, S/N (Km 544 - Estr. São Sebastião das Águas Claras, S/N, Nova Lima - MG, 34000-000, Brazil<br>longitude: -43.9631216<br>latitude: -20.046444",POINT Z (-43.9631216 -20.046444 0),-20.046444,-43.9631216,2020-12-02,4.998,"(4.918, 5.058]"
